NAC2_code;TOTAL_UNITS;TOTAL1;TOTAL2;TOTAL3;TOTAL4;TOTAL5;TOTAL6;TOTAL7;TOTAL8;TOTAL9;TOTAL10;TOTAL1_2;MT1;MT2;MT3;MT4;MT5;MT6;MT7;MT8;MT9;MT10;MT1_2;FT1;FT2;FT3;FT4;FT5;FT6;FT7;FT8;FT9;FT10;FT1_2;WHT1;WHT2;WHT3;WHT4;WHT5;WHT6;WHT7;WHT8;WHT9;WHT10;WHT1_2;WHM1;WHM2;WHM3;WHM4;WHM5;WHM6;WHM7;WHM8;WHM9;WHM10;WHM1_2;WHF1;WHF2;WHF3;WHF4;WHF5;WHF6;WHF7;WHF8;WHF9;WHF10;WHF1_2;BLKT1;BLKT2;BLKT3;BLKT4;BLKT5;BLKT6;BLKT7;BLKT8;BLKT9;BLKT10;BLKT1_2;BLKM1;BLKM2;BLKM3;BLKM4;BLKM5;BLKM6;BLKM7;BLKM8;BLKM9;BLKM10;BLKM1_2;BLKF1;BLKF2;BLKF3;BLKF4;BLKF5;BLKF6;BLKF7;BLKF8;BLKF9;BLKF10;BLKF1_2;HISPT1;HISPT2;HISPT3;HISPT4;HISPT5;HISPT6;HISPT7;HISPT8;HISPT9;HISPT10;HISPT1_2;HISPM1;HISPM2;HISPM3;HISPM4;HISPM5;HISPM6;HISPM7;HISPM8;HISPM9;HISPM10;HISPM1_2;HISPF1;HISPF2;HISPF3;HISPF4;HISPF5;HISPF6;HISPF7;HISPF8;HISPF9;HISPF10;HISPF1_2;ASIANT1;ASIANT2;ASIANT3;ASIANT4;ASIANT5;ASIANT6;ASIANT7;ASIANT8;ASIANT9;ASIANT10;ASIANT1_2;ASIANM1;ASIANM2;ASIANM3;ASIANM4;ASIANM5;ASIANM6;ASIANM7;ASIANM8;ASIANM9;ASIANM10;ASIANM1_2;ASIANF1;ASIANF2;ASIANF3;ASIANF4;ASIANF5;ASIANF6;ASIANF7;ASIANF8;ASIANF9;ASIANF10;ASIANF1_2;AIANT1;AIANT2;AIANT3;AIANT4;AIANT5;AIANT6;AIANT7;AIANT8;AIANT9;AIANT10;AIANT1_2;AIANM1;AIANM2;AIANM3;AIANM4;AIANM5;AIANM6;AIANM7;AIANM8;AIANM9;AIANM10;AIANM1_2;AIANF1;AIANF2;AIANF3;AIANF4;AIANF5;AIANF6;AIANF7;AIANF8;AIANF9;AIANF10;AIANF1_2;nhopiT1;nhopiT2;nhopiT3;nhopiT4;nhopiT5;nhopiT6;nhopiT7;nhopiT8;nhopiT9;nhopiT10;nhopiT1_2;NHOPIM1;NHOPIM2;NHOPIM3;NHOPIM4;NHOPIM5;NHOPIM6;NHOPIM7;NHOPIM8;NHOPIM9;NHOPIM10;NHOPIM1_2;NHOPIF1;NHOPIF2;NHOPIF3;NHOPIF4;NHOPIF5;NHOPIF6;NHOPIF7;NHOPIF8;NHOPIF9;NHOPIF10;NHOPIF1_2;tomrT1;tomrT2;tomrT3;tomrT4;tomrT5;tomrT6;tomrT7;tomrT8;tomrT9;tomrT10;tomrT1_2;TOMRM1;TOMRM2;TOMRM3;TOMRM4;TOMRM5;TOMRM6;TOMRM7;TOMRM8;TOMRM9;TOMRM10;TOMRM1_2;TOMRF1;TOMRF2;TOMRF3;TOMRF4;TOMRF5;TOMRF6;TOMRF7;TOMRF8;TOMRF9;TOMRF10;TOMRF1_2;MinT1;MinT2;MinT3;MinT4;MinT5;MinT6;MinT7;MinT8;MinT9;MinT10;MinT1_2;MinF1;MinF2;MinF3;MinF4;MinF5;MinF6;MinF7;MinF8;MinF9;MinF10;MinF1_2;MinM1;MinM2;MinM3;MinM4;MinM5;MinM6;MinM7;MinM8;MinM9;MinM10;MinM1_2;WHMp1;WHMp1_2;WHMp2;WHMp3;WHMp4;WHMp5;WHMp6;WHMp7;WHMp8;WHMp9;WHMp10;BLKMp1;BLKMp1_2;BLKMp2;BLKMp3;BLKMp4;BLKMp5;BLKMp6;BLKMp7;BLKMp8;BLKMp9;BLKMp10;HISPMp1;HISPMp1_2;HISPMp2;HISPMp3;HISPMp4;HISPMp5;HISPMp6;HISPMp7;HISPMp8;HISPMp9;HISPMp10;AIANMp1;AIANMp1_2;AIANMp2;AIANMp3;AIANMp4;AIANMp5;AIANMp6;AIANMp7;AIANMp8;AIANMp9;AIANMp10;nhopiMp1;nhopiMp1_2;nhopiMp2;nhopiMp3;nhopiMp4;nhopiMp5;nhopiMp6;nhopiMp7;nhopiMp8;nhopiMp9;nhopiMp10;asianMp1;asianMp1_2;asianMp2;asianMp3;asianMp4;asianMp5;asianMp6;asianMp7;asianMp8;asianMp9;asianMp10;tomrMp1;tomrMp1_2;tomrMp2;tomrMp3;tomrMp4;tomrMp5;tomrMp6;tomrMp7;tomrMp8;tomrMp9;tomrMp10;MinMp1;MinMp1_2;MinMp2;MinMp3;MinMp4;MinMp5;MinMp6;MinMp7;MinMp8;MinMp9;MinMp10;WHfp1;WHfp1_2;WHfp2;WHfp3;WHfp4;WHfp5;WHfp6;WHfp7;WHfp8;WHfp9;WHfp10;BLKfp1;BLKfp1_2;BLKfp2;BLKfp3;BLKfp4;BLKfp5;BLKfp6;BLKfp7;BLKfp8;BLKfp9;BLKfp10;HISPfp1;HISPfp1_2;HISPfp2;HISPfp3;HISPfp4;HISPfp5;HISPfp6;HISPfp7;HISPfp8;HISPfp9;HISPfp10;AIANfp1;AIANfp1_2;AIANfp2;AIANfp3;AIANfp4;AIANfp5;AIANfp6;AIANfp7;AIANfp8;AIANfp9;AIANfp10;nhopifp1;nhopifp1_2;nhopifp2;nhopifp3;nhopifp4;nhopifp5;nhopifp6;nhopifp7;nhopifp8;nhopifp9;nhopifp10;asianfp1;asianfp1_2;asianfp2;asianfp3;asianfp4;asianfp5;asianfp6;asianfp7;asianfp8;asianfp9;asianfp10;tomrfp1;tomrfp1_2;tomrfp2;tomrfp3;tomrfp4;tomrfp5;tomrfp6;tomrfp7;tomrfp8;tomrfp9;tomrfp10;MinFp1;MinFp1_2;MinFp2;MinFp3;MinFp4;MinFp5;MinFp6;MinFp7;MinFp8;MinFp9;MinFp10;WHtp1;WHtp1_2;WHtp2;WHtp3;WHtp4;WHtp5;WHtp6;WHtp7;WHtp8;WHtp9;WHtp10;BLKtp1;BLKtp1_2;BLKtp2;BLKtp3;BLKtp4;BLKtp5;BLKtp6;BLKtp7;BLKtp8;BLKtp9;BLKtp10;HISPtp1;HISPtp1_2;HISPtp2;HISPtp3;HISPtp4;HISPtp5;HISPtp6;HISPtp7;HISPtp8;HISPtp9;HISPtp10;AIANtp1;AIANtp1_2;AIANtp2;AIANtp3;AIANtp4;AIANtp5;AIANtp6;AIANtp7;AIANtp8;AIANtp9;AIANtp10;nhopitp1;nhopitp1_2;nhopitp2;nhopitp3;nhopitp4;nhopitp5;nhopitp6;nhopitp7;nhopitp8;nhopitp9;nhopitp10;asiantp1;asiantp1_2;asiantp2;asiantp3;asiantp4;asiantp5;asiantp6;asiantp7;asiantp8;asiantp9;asiantp10;tomrtp1;tomrtp1_2;tomrtp2;tomrtp3;tomrtp4;tomrtp5;tomrtp6;tomrtp7;tomrtp8;tomrtp9;tomrtp10;MinTp1;MinTp1_2;MinTp2;MinTp3;MinTp4;MinTp5;MinTp6;MinTp7;MinTp8;MinTp9;MinTp10;MTp1;MTp1_2;MTp2;MTp3;MTp4;MTp5;MTp6;MTp7;MTp8;MTp9;MTp10;FTp1;FTp1_2;FTp2;FTp3;FTp4;FTp5;FTp6;FTp7;FTp8;FTp9;FTp10;PTOTAL1;PTOTAL1_2;PTOTAL2;PTOTAL3;PTOTAL4;PTOTAL5;PTOTAL6;PTOTAL7;PTOTAL8;PTOTAL9;PTOTAL10;NAC2_Label;FIRMS;pctofst
11;1265;4456;14088;5629;8157;12938;13318;39316;159405;5698;281609;18604;3737;8843;3557;5306;2624;11964;31100;105696;3515;190464;14122;719;5245;2072;2851;10314;1354;8216;53709;2183;91145;4482;3826;11073;3643;6947;8933;6605;13826;19327;2063;89384;13141;3249;6972;2402;4669;1630;6204;12012;13713;1154;61830;9825;577;4101;1241;2278;7303;401;1814;5614;909;27554;3316;52;419;260;136;514;686;3325;8702;425;15059;540;42;205;101;67;78;622;2539;5771;285;10083;373;10;214;159;69;436;64;786;2931;140;4976;167;439;1346;1436;819;2955;5440;20460;125954;2975;166063;4239;340;915;891;433;804;4600;15290;83168;1895;111787;3451;99;431;545;386;2151;840;5170;42786;1080;54276;788;89;1062;165;147;317;319;967;3633;120;7273;454;66;636;81;91;61;283;690;1910;102;4230;310;23;426;84;56;256;36;277;1723;18;3043;144;10;49;61;28;92;129;316;597;44;1425;99;9;34;45;10;18;121;254;439;32;1031;69;1;15;16;18;74;8;62;158;12;394;30;10;40;23;16;39;47;225;551;40;1032;41;8;28;15;8;13;43;163;374;21;699;26;2;12;8;8;26;4;62;177;19;333;15;30;99;41;64;88;92;197;641;31;1373;90;23;53;22;28;20;91;152;321;26;804;68;7;46;19;36;68;1;45;320;5;569;22;630;3015;1986;1210;4005;6713;25490;140078;3635;192225;5463;142;1144;831;573;3011;953;6402;48095;1274;63591;1166;488;1871;1155;637;994;5760;19088;91983;2361;128634;4297;72.9129;52.8112;49.4889;42.6719;57.2392;12.5985;46.5836;30.5524;8.6026;20.2527;21.956;0.9425;2.0049;1.4551;1.7943;0.8214;0.6029;4.6704;6.4579;3.6203;5.0018;3.5805;7.6302;18.5498;6.4949;15.8287;5.3083;6.2143;34.5397;38.89;52.174;33.2573;39.6958;0.202;0.3709;0.2413;0.7994;0.1226;0.1391;0.9085;0.646;0.2754;0.5616;0.3661;0.1795;0.1398;0.1988;0.2665;0.0981;0.1005;0.3229;0.4146;0.2346;0.3686;0.2482;1.4811;1.6663;4.5145;1.439;1.1156;0.4715;2.1249;1.755;1.1982;1.7901;1.5021;0.5162;0.3655;0.3762;0.3908;0.3433;0.1546;0.6833;0.3866;0.2014;0.4563;0.2855;10.9515;23.0972;13.2808;20.5187;7.8092;7.6828;43.2497;48.5502;57.704;41.4356;45.6782;12.9488;17.8241;29.1099;22.0465;27.9269;56.4461;3.011;4.6139;3.5218;15.953;9.7845;0.2244;0.8977;1.519;2.8247;0.8459;3.3699;0.4806;1.9992;1.8387;2.457;1.767;2.2217;4.2356;3.0593;9.682;4.7321;16.6254;6.3073;13.1499;26.8411;18.954;19.2735;0.0224;0.1613;0.1065;0.2842;0.2207;0.572;0.0601;0.1577;0.0991;0.2106;0.1399;0.0449;0.0806;0.0852;0.1421;0.0981;0.201;0.03;0.1577;0.111;0.3335;0.1182;0.5162;0.774;3.0239;1.4923;0.6865;1.9787;0.2703;0.7045;1.0809;0.3159;1.0806;0.1571;0.1183;0.3265;0.3375;0.4413;0.5256;0.0075;0.1145;0.2007;0.0878;0.2021;3.1867;6.2675;8.1204;14.7628;7.0246;23.2725;7.1557;16.2834;30.1716;22.3587;22.5813;85.8618;70.6353;78.5988;64.7184;85.1661;69.0447;49.5945;35.1663;12.1245;36.2057;31.7405;1.167;2.9026;2.9742;4.6189;1.6673;3.9728;5.1509;8.4571;5.4591;7.4588;5.3475;9.8519;22.7854;9.5542;25.5107;10.0405;22.8397;40.847;52.0399;79.0151;52.2113;58.9694;0.2244;0.5321;0.3478;1.0837;0.3433;0.7111;0.9686;0.8037;0.3745;0.7722;0.506;0.2244;0.2204;0.2839;0.4086;0.1962;0.3014;0.3529;0.5723;0.3457;0.702;0.3665;1.9973;2.4403;7.5383;2.9312;1.8021;2.4501;2.3953;2.4596;2.2791;2.106;2.5827;0.6732;0.4838;0.7027;0.7284;0.7846;0.6802;0.6908;0.5011;0.4021;0.5441;0.4876;14.1382;29.3647;21.4012;35.2816;14.8339;30.9553;50.4055;64.8337;87.8755;63.7943;68.2595;83.8645;75.9084;62.7697;63.1906;65.0484;20.2813;89.8333;79.1027;66.3066;61.6883;67.6342;16.1355;24.0916;37.2303;36.8094;34.9516;79.7187;10.1667;20.8973;33.6934;38.3117;32.3658;100;100;100;100;100;100;100;100;100;100;100;Agriculture, Forestry, Fishing and Hunting;705;2.8202223651
21;2482;6791;91492;37314;3409;33835;113871;114043;46618;3026;513030;62631;6003;65064;31752;2975;9658;111832;110804;45434;2397;440526;54607;788;26428;5562;434;24177;2039;3239;1184;629;72504;8024;6341;70339;28333;2999;25473;86544;80376;28490;1820;384810;54095;5640;51417;24151;2656;7548;85359;78251;27795;1453;331918;47648;701;18922;4182;343;17925;1185;2125;695;367;52892;6447;72;4667;2161;73;2555;4987;8205;3626;475;28400;1579;51;2579;1766;57;596;4873;7992;3401;404;22864;1145;21;2088;395;16;1959;114;213;225;71;5536;434;200;7359;5013;257;4361;18027;21049;12320;616;73897;4695;174;4864;4436;204;1075;17411;20443;12126;461;65235;4041;26;2495;577;53;3286;616;606;194;155;8662;654;113;6994;784;35;548;586;837;179;30;11432;1326;84;4715;602;27;184;560;748;169;24;8085;972;29;2279;182;8;364;26;89;10;6;3347;354;34;834;543;22;438;2727;2018;712;54;7927;545;27;560;409;15;109;2644;1847;668;29;6793;485;7;274;134;7;329;83;171;44;25;1134;60;3;398;73;5;86;222;240;108;6;1206;65;3;296;63;3;26;218;229;102;5;996;51;0;102;10;2;60;4;11;6;1;210;14;28;901;407;18;374;778;1318;1183;25;5358;326;24;633;325;13;120;767;1294;1173;21;4635;265;4;268;82;5;254;11;24;10;4;723;61;450;21153;8981;410;8362;27327;33667;18128;1206;128220;8536;87;7506;1380;91;6252;854;1114;489;262;19612;1577;363;13647;7601;319;2110;26473;32553;17639;944;108608;6959;83.0511;76.0773;56.1984;64.7237;77.9114;22.3083;74.9611;68.6153;59.6229;48.0172;64.6976;0.751;1.8282;2.8188;4.7328;1.672;1.7615;4.2794;7.0079;7.2955;13.351;4.4567;2.5622;6.4521;5.3163;11.8883;5.9842;3.1772;15.2901;17.9257;26.0114;15.2346;12.7156;0.3976;0.7744;0.6121;1.0961;0.44;0.3222;2.3219;1.6196;1.4329;0.9584;1.3241;0.0442;0.0814;0.3235;0.1688;0.088;0.0768;0.1914;0.2008;0.2188;0.1652;0.1941;1.2369;1.5519;5.1535;1.6133;0.792;0.5438;0.4918;0.6559;0.3625;0.7931;1.5759;0.3534;0.4231;0.6919;0.871;0.3813;0.3547;0.6736;1.1347;2.5162;0.694;0.9035;5.3453;11.1111;14.9161;20.3704;9.3576;6.2361;23.2482;28.5445;37.8373;31.1963;21.1699;10.3225;10.2936;20.6816;11.2076;10.0616;52.9777;1.0407;1.8633;1.4908;12.1282;10.3097;0.3092;0.6929;2.2822;1.0586;0.4693;5.7899;0.1001;0.1868;0.4826;2.3463;1.0791;0.3829;1.0442;2.727;1.5463;1.5547;9.7118;0.541;0.5314;0.4161;5.1223;1.6884;0.1031;0.0958;0.2995;0.3591;0.2053;0.9724;0.0729;0.1499;0.0944;0.8262;0.221;0;0.0224;0.1115;0.0268;0.0587;0.1773;0.0035;0.0096;0.0129;0.033;0.0409;0.427;0.5652;2.4909;0.4878;0.2347;1.0758;0.0228;0.078;0.0215;0.1983;0.6524;0.0589;0.0974;0.2929;0.2198;0.1467;0.7507;0.0097;0.021;0.0215;0.1322;0.1409;1.2811;2.5179;8.204;3.6983;2.6694;18.4779;0.75;0.9768;1.049;8.6583;3.8228;93.3736;86.371;76.8799;75.9313;87.973;75.2859;76.0018;70.4787;61.1137;60.1454;75.0073;1.0602;2.5211;5.101;5.7914;2.1414;7.5514;4.3795;7.1947;7.7781;15.6973;5.5357;2.9451;7.4963;8.0433;13.4346;7.5389;12.889;15.8311;18.4571;26.4276;20.3569;14.404;0.5007;0.8702;0.9116;1.4552;0.6454;1.2945;2.3948;1.7695;1.5273;1.7845;1.5451;0.0442;0.1038;0.435;0.1956;0.1467;0.2542;0.195;0.2104;0.2317;0.1983;0.2351;1.664;2.1172;7.6444;2.1011;1.0267;1.6196;0.5146;0.7339;0.384;0.9914;2.2283;0.4123;0.5205;0.9848;1.0907;0.528;1.1054;0.6832;1.1557;2.5376;0.8262;1.0444;6.6264;13.629;23.1201;24.0687;12.027;24.7141;23.9982;29.5213;38.8863;39.8546;24.9927;88.3964;87.1885;71.1144;85.0941;87.269;28.5444;98.2094;97.1598;97.4602;79.2135;85.8675;11.6036;12.8115;28.8856;14.9059;12.731;71.4556;1.7906;2.8402;2.5398;20.7865;14.1325;100;100;100;100;100;100;100;100;100;100;100;Mining, Quarrying, and Oil and Gas Extraction;591;4.9788511393
22;2569;8575;122415;37504;2867;71383;120346;34048;9589;4654;478502;67121;6796;82392;31972;1814;18259;116961;31636;8807;3960;355971;53374;1779;40023;5532;1053;53124;3385;2412;782;694;122531;13747;7789;91921;30160;2032;43352;96580;25144;6702;3419;363019;55920;6254;64734;25963;1357;10881;94190;23358;6095;2920;281396;45644;1535;27187;4197;675;32471;2390;1786;607;499;81623;10276;308;9586;2931;451;14315;10570;4439;1306;734;49094;4454;198;4962;2324;216;2968;9998;4079;1207;593;29461;2916;110;4624;607;235;11347;572;360;99;141;19633;1538;203;8840;2719;248;10262;9334;3373;1248;355;40179;3597;151;5254;2288;150;3333;9078;3199;1200;315;27614;2646;52;3586;431;98;6929;256;174;48;40;12565;951;198;10170;1086;73;2024;1609;395;128;65;18085;2337;133;6270;895;47;685;1561;372;117;60;11692;1552;65;3900;191;26;1339;48;23;11;5;6393;785;38;619;347;14;539;1389;304;86;33;3736;367;31;387;289;13;128;1305;266;76;28;2818;295;7;232;58;1;411;84;38;10;5;918;72;5;186;40;0;160;168;68;19;8;720;66;4;121;35;0;50;166;63;19;6;512;48;1;65;5;0;110;2;5;0;2;208;18;34;1093;221;49;731;696;325;100;40;3669;380;25;664;178;31;214;663;299;93;38;2478;273;9;429;43;18;517;33;26;7;2;1191;107;786;30494;7344;835;28031;23766;8904;2887;1235;115483;11201;244;12836;1335;378;20653;995;626;175;195;40908;3471;542;17658;6009;457;7378;22771;8278;2712;1040;74575;7730;72.9329;68.0026;52.8808;69.2273;47.3317;15.2431;78.266;68.6031;63.5624;62.7417;58.8077;2.309;4.3444;4.0534;6.1967;7.534;4.1579;8.3077;11.9801;12.5873;12.7417;6.1569;1.7609;3.9421;4.292;6.1007;5.2319;4.6692;7.5433;9.3956;12.5143;6.7684;5.7709;0.3615;0.4395;0.3161;0.7706;0.4534;0.1793;1.0844;0.7813;0.7926;0.6016;0.5889;0.0466;0.0715;0.0988;0.0933;0;0.07;0.1379;0.185;0.1981;0.1289;0.107;1.551;2.3122;5.1219;2.3864;1.6393;0.9596;1.2971;1.0926;1.2201;1.2892;2.4435;0.2915;0.4067;0.5424;0.4746;1.0813;0.2998;0.5509;0.8782;0.9699;0.8165;0.5179;6.3207;11.5165;14.4247;16.0223;15.94;10.3358;18.9213;24.3127;28.2824;22.3464;15.5851;17.9009;15.3097;22.2089;11.1908;23.5438;45.4884;1.9859;5.2455;6.3302;10.722;17.058;1.2828;2.2914;3.7773;1.6185;8.1967;15.8959;0.4753;1.0573;1.0324;3.0297;4.103;0.6064;1.4168;2.9294;1.1492;3.4182;9.7068;0.2127;0.511;0.5006;0.8595;2.6259;0.0816;0.1073;0.1895;0.1547;0.0349;0.5758;0.0698;0.1116;0.1043;0.1074;0.1918;0.0117;0.0268;0.0531;0.0133;0;0.1541;0.0017;0.0147;0;0.043;0.0435;0.758;1.1695;3.1859;0.5093;0.9069;1.8758;0.0399;0.0676;0.1147;0.1074;1.336;0.105;0.1594;0.3504;0.1147;0.6278;0.7243;0.0274;0.0764;0.073;0.043;0.2489;2.8455;5.1713;10.4856;3.5596;13.1845;28.9327;0.8268;1.8386;1.825;4.1899;8.5492;90.8338;83.3122;75.0897;80.4181;70.8755;60.7315;80.2519;73.8487;69.8926;73.4637;75.8657;3.5918;6.6358;7.8307;7.8152;15.7307;20.0538;8.783;13.0375;13.6198;15.7714;10.2599;2.3673;5.359;7.2213;7.2499;8.6502;14.376;7.756;9.9066;13.0149;7.6278;8.3968;0.4431;0.5468;0.5057;0.9252;0.4883;0.7551;1.1542;0.8929;0.8969;0.7091;0.7808;0.0583;0.0983;0.1519;0.1067;0;0.2241;0.1396;0.1997;0.1981;0.1719;0.1505;2.309;3.4818;8.3078;2.8957;2.5462;2.8354;1.337;1.1601;1.3349;1.3966;3.7795;0.3965;0.5661;0.8929;0.5893;1.7091;1.0241;0.5783;0.9545;1.0429;0.8595;0.7668;9.1662;16.6878;24.9103;19.5819;29.1245;39.2685;19.7481;26.1513;30.1074;26.5363;24.1343;79.2536;79.5191;67.3055;85.2496;63.2717;25.5789;97.1873;92.9159;91.8448;85.0881;74.3928;20.7464;20.4809;32.6945;14.7504;36.7283;74.4211;2.8127;7.0841;8.1552;14.9119;25.6072;100;100;100;100;100;100;100;100;100;100;100;Utilities;528;3.8904748569
23;8021;29715;95852;42043;23499;84657;534986;129490;209166;15484;1282398;117506;26277;77748;39067;17290;22259;526125;125399;198891;12388;1150399;104955;3438;18104;2976;6209;62398;8861;4091;10275;3096;131999;12551;27527;79787;31630;20139;67008;350288;84043;102729;9518;873780;101111;24450;65813;29383;15103;17576;344747;81165;96634;7745;773404;90788;3077;13974;2247;5036;49432;5541;2878;6095;1773;100376;10323;315;3615;2775;1061;4982;33993;12008;20880;1936;84762;3197;247;2434;2588;626;1304;32880;11504;19450;1329;74991;2629;68;1181;187;435;3678;1113;504;1430;607;9771;568;1161;7197;5798;1435;8928;133305;29529;78543;3508;279486;10082;977;5681;5475;1004;2356;131624;29025;76383;2891;264493;9077;184;1516;323;431;6572;1681;504;2160;617;14993;1005;430;3885;1059;387;1926;5568;1027;1621;139;17712;1670;364;2809;909;237;528;5487;1002;1536;106;14231;1253;66;1076;150;150;1398;81;25;85;33;3481;417;105;347;212;73;554;6028;1601;2557;124;12304;703;85;277;192;50;172;5758;1465;2292;103;11011;617;20;70;20;23;382;270;136;265;21;1293;86;88;289;156;53;365;2363;634;1014;116;5278;200;79;215;135;35;74;2310;619;991;103;4727;166;9;74;21;18;291;53;15;23;13;551;34;89;732;413;351;894;3441;648;1822;143;9076;543;75;519;385;235;249;3319;619;1605;111;7542;425;14;213;28;116;645;122;29;217;32;1534;118;2188;16065;10413;3360;17649;184698;45447;106437;5966;408618;16395;361;4130;729;1173;12966;3320;1213;4180;1323;31623;2228;1827;11935;9684;2187;4683;181378;44234;102257;4643;376995;14167;82.2817;77.2624;68.6611;69.888;64.2708;20.7614;64.4404;62.6805;46.1997;50.0194;60.3092;0.8312;2.2373;2.5393;6.1556;2.6639;1.5403;6.146;8.8841;9.2988;8.5831;5.8477;3.2879;7.7247;5.9268;13.0224;4.2725;2.783;24.6033;22.4149;36.5179;18.6709;20.6249;0.2861;0.5251;0.289;0.4567;0.2128;0.2032;1.0763;1.1314;1.0958;0.6652;0.8586;0.2659;0.1413;0.2243;0.3211;0.1489;0.0874;0.4318;0.478;0.4738;0.6652;0.3686;1.225;1.0663;2.9306;2.1621;1.0086;0.6237;1.0256;0.7738;0.7343;0.6846;1.1097;0.2524;0.3617;0.5415;0.9157;1;0.2941;0.6204;0.478;0.7673;0.7169;0.5881;6.1484;12.0564;12.4515;23.0336;9.3068;5.5317;33.9033;34.1602;48.888;29.9858;29.3977;10.355;8.7851;14.5787;5.3445;21.4307;58.3909;1.0357;2.2226;2.914;11.4505;7.8272;0.2288;0.4834;1.2321;0.4448;1.8511;4.3446;0.208;0.3892;0.6837;3.9202;0.7619;0.6192;0.8553;1.5816;0.7683;1.8341;7.7631;0.3142;0.3892;1.0327;3.9848;1.1691;0.0673;0.0732;0.073;0.0476;0.0979;0.4512;0.0505;0.105;0.1267;0.1356;0.1008;0.0303;0.0289;0.0772;0.0499;0.0766;0.3437;0.0099;0.0116;0.011;0.084;0.043;0.2221;0.3549;1.1226;0.3568;0.6383;1.6514;0.0151;0.0193;0.0406;0.2131;0.2714;0.0471;0.1004;0.2222;0.0666;0.4936;0.7619;0.0228;0.0224;0.1037;0.2067;0.1196;1.2149;1.8961;4.3087;1.7339;4.9917;15.3159;0.6206;0.9368;1.9984;8.5443;2.4659;92.6367;86.0475;83.2398;75.2325;85.7015;79.1523;65.4761;64.9031;49.1136;61.4699;68.1364;1.0601;2.7207;3.7714;6.6004;4.5151;5.8849;6.354;9.2733;9.9825;12.5032;6.6096;3.9071;8.58;7.5085;13.7906;6.1066;10.5461;24.9175;22.8041;37.5506;22.6556;21.794;0.3534;0.5983;0.362;0.5042;0.3107;0.6544;1.1268;1.2364;1.2225;0.8008;0.9595;0.2961;0.1702;0.3015;0.371;0.2255;0.4312;0.4417;0.4896;0.4848;0.7492;0.4116;1.4471;1.4212;4.0531;2.5188;1.6469;2.2751;1.0408;0.7931;0.775;0.8977;1.3812;0.2995;0.4621;0.7637;0.9823;1.4937;1.056;0.6432;0.5004;0.8711;0.9235;0.7077;7.3633;13.9525;16.7602;24.7675;14.2985;20.8477;34.5239;35.0969;50.8864;38.5301;31.8636;88.4301;89.3188;81.1125;92.9215;73.5776;26.2932;98.3437;96.8407;95.0876;80.0052;89.7069;11.5699;10.6812;18.8875;7.0785;26.4224;73.7068;1.6563;3.1593;4.9124;19.9948;10.2931;100;100;100;100;100;100;100;100;100;100;100;Construction;4816;1.374534271
