,Race,Gender,Year,JobType
41415,Minority,Men,2007,Unskilled
18141,White,Men,2015,Skilled
50322,Minority,Women,2015,Unskilled
81283,White,Women,2015,Unskilled
51445,White,Men,2007,Unskilled
6799,White,Women,2007,Skilled
7396,Minority,Men,2007,Unskilled
68317,White,Women,2007,Unskilled
4777,Minority,Women,2007,Skilled
71549,White,Women,2015,Unskilled
31459,Minority,Women,2015,Semi-Skilled
10039,Minority,Men,2015,Unskilled
39347,White,Women,2007,Unskilled
24344,Minority,Men,2007,Semi-Skilled
13699,Minority,Men,2007,Unskilled
10360,Minority,Men,2015,Unskilled
1692,Minority,Women,2007,Skilled
32339,White,Women,2015,Unskilled
27511,White,Women,2007,Unskilled
69821,White,Men,2015,Unskilled
23769,White,Men,2007,Unskilled
25953,White,Women,2007,Unskilled
35996,Minority,Men,2015,Unskilled
20398,White,Women,2015,Skilled
45403,Minority,Women,2007,Unskilled
12258,White,Men,2015,Skilled
8130,Minority,Women,2007,Unskilled
1129,White,Women,2007,Skilled
20054,Minority,Women,2015,Unskilled
39642,Minority,Men,2007,Unskilled
32681,Minority,Men,2007,Unskilled
44024,White,Women,2015,Unskilled
50845,Minority,Women,2015,Unskilled
40218,Minority,Men,2007,Unskilled
73877,White,Men,2007,Unskilled
38910,White,Women,2007,Unskilled
23842,Minority,Men,2015,Unskilled
82348,White,Women,2015,Unskilled
47193,Minority,Men,2015,Unskilled
31416,Minority,Women,2015,Semi-Skilled
74807,White,Women,2007,Unskilled
52662,White,Men,2015,Unskilled
38191,Minority,Men,2015,Unskilled
2801,White,Men,2007,Skilled
31272,Minority,Women,2015,Semi-Skilled
1714,White,Men,2015,Skilled
76181,White,Women,2007,Unskilled
994,Minority,Men,2007,Skilled
5085,Minority,Women,2007,Skilled
58917,White,Men,2007,Semi-Skilled
32261,Minority,Men,2007,Unskilled
41652,Minority,Men,2007,Unskilled
3872,White,Men,2007,Skilled
25068,White,Women,2007,Unskilled
5607,White,Men,2007,Skilled
27213,White,Women,2007,Unskilled
43049,White,Women,2015,Unskilled
11448,Minority,Women,2015,Unskilled
36916,Minority,Men,2015,Unskilled
21725,Minority,Men,2007,Unskilled
35869,Minority,Men,2015,Unskilled
35712,Minority,Women,2007,Unskilled
9801,Minority,Men,2015,Unskilled
66990,White,Men,2007,Unskilled
51378,White,Men,2007,Unskilled
25669,White,Women,2007,Unskilled
11450,Minority,Women,2015,Unskilled
77188,White,Women,2007,Unskilled
20243,Minority,Women,2015,Unskilled
34950,Minority,Women,2007,Unskilled
26029,White,Women,2007,Unskilled
73625,White,Men,2007,Unskilled
72520,White,Men,2007,Unskilled
15036,White,Men,2007,Skilled
515,Minority,Men,2007,Skilled
4950,White,Men,2007,Skilled
38935,White,Women,2007,Unskilled
22405,Minority,Men,2007,Unskilled
10957,Minority,Men,2015,Unskilled
43395,Minority,Women,2007,Unskilled
14000,Minority,Men,2007,Unskilled
82370,White,Women,2015,Unskilled
38357,Minority,Women,2015,Unskilled
69470,White,Men,2015,Unskilled
77086,White,Women,2007,Unskilled
34930,Minority,Women,2007,Unskilled
24326,White,Men,2007,Unskilled
54763,White,Men,2015,Unskilled
26212,Minority,Men,2007,Semi-Skilled
81492,White,Women,2015,Unskilled
42782,Minority,Women,2007,Unskilled
18855,White,Men,2015,Skilled
16709,White,Women,2007,Skilled
10081,White,Men,2015,Skilled
48655,White,Men,2007,Unskilled
27150,White,Women,2007,Unskilled
10138,White,Men,2015,Skilled
65443,White,Women,2015,Semi-Skilled
50974,White,Men,2007,Unskilled
21975,White,Men,2007,Unskilled
39039,Minority,Women,2015,Unskilled
51021,White,Men,2007,Unskilled
25934,Minority,Men,2007,Semi-Skilled
34753,Minority,Women,2007,Unskilled
45269,Minority,Women,2007,Unskilled
28009,White,Men,2015,Unskilled
37447,White,Women,2007,Unskilled
39116,Minority,Women,2015,Unskilled
68793,White,Women,2007,Unskilled
56046,White,Men,2007,Semi-Skilled
53442,White,Men,2015,Unskilled
51174,Minority,Women,2015,Unskilled
45674,Minority,Men,2015,Unskilled
52528,Minority,Women,2015,Unskilled
10289,White,Men,2015,Skilled
41201,Minority,Men,2007,Unskilled
48709,White,Men,2007,Unskilled
39606,White,Women,2007,Unskilled
13629,Minority,Men,2007,Unskilled
1192,White,Women,2007,Skilled
28709,Minority,Men,2015,Semi-Skilled
72222,White,Men,2007,Unskilled
11149,White,Men,2015,Skilled
50751,White,Men,2007,Unskilled
79420,White,Men,2015,Unskilled
5874,Minority,Women,2015,Skilled
1757,Minority,Women,2007,Skilled
21381,White,Men,2007,Unskilled
61693,White,Men,2015,Semi-Skilled
52660,White,Men,2015,Unskilled
32269,Minority,Men,2007,Unskilled
21257,White,Women,2015,Skilled
74468,White,Men,2007,Unskilled
47767,White,Women,2015,Unskilled
24233,White,Men,2007,Unskilled
17247,Minority,Men,2015,Unskilled
23837,Minority,Men,2015,Unskilled
16968,Minority,Men,2015,Unskilled
32452,Minority,Men,2007,Unskilled
37055,White,Women,2007,Unskilled
57080,White,Men,2007,Semi-Skilled
73529,White,Men,2007,Unskilled
1125,Minority,Men,2007,Skilled
36553,Minority,Men,2015,Unskilled
24282,Minority,Women,2015,Unskilled
9426,Minority,Women,2007,Unskilled
59686,White,Women,2007,Semi-Skilled
36867,White,Women,2007,Unskilled
16089,Minority,Women,2007,Unskilled
34514,Minority,Men,2007,Unskilled
21230,White,Women,2015,Skilled
7508,White,Women,2007,Skilled
21449,White,Men,2007,Unskilled
23243,Minority,Men,2015,Unskilled
24885,Minority,Men,2007,Semi-Skilled
65636,White,Women,2015,Semi-Skilled
82028,White,Women,2015,Unskilled
78756,White,Men,2015,Unskilled
12596,White,Women,2015,Skilled
34857,White,Men,2007,Unskilled
65556,White,Women,2015,Semi-Skilled
2451,White,Women,2015,Skilled
25089,Minority,Men,2007,Semi-Skilled
17275,Minority,Men,2015,Unskilled
8303,White,Women,2007,Skilled
78202,White,Women,2007,Unskilled
11484,White,Men,2015,Skilled
6613,Minority,Women,2015,Skilled
16819,White,Women,2007,Skilled
64239,White,Men,2015,Semi-Skilled
20893,Minority,Women,2015,Unskilled
47181,White,Women,2015,Unskilled
14321,Minority,Women,2007,Unskilled
48315,Minority,Men,2015,Unskilled
4166,White,Men,2007,Skilled
30601,White,Men,2015,Unskilled
28127,Minority,Men,2015,Semi-Skilled
48734,White,Men,2007,Unskilled
52318,White,Men,2015,Unskilled
29575,Minority,Men,2015,Semi-Skilled
1493,White,Men,2015,Skilled
38406,Minority,Women,2015,Unskilled
46142,White,Women,2015,Unskilled
27296,Minority,Women,2007,Semi-Skilled
31761,White,Women,2015,Unskilled
70674,White,Men,2015,Unskilled
14217,Minority,Women,2007,Unskilled
18934,Minority,Women,2015,Unskilled
36891,Minority,Men,2015,Unskilled
1456,Minority,Women,2007,Skilled
7574,White,Women,2007,Skilled
32441,Minority,Men,2007,Unskilled
21988,Minority,Men,2007,Unskilled
57612,White,Men,2007,Semi-Skilled
27707,White,Women,2007,Unskilled
35438,Minority,Women,2007,Unskilled
21538,White,Men,2007,Unskilled
59567,White,Men,2007,Semi-Skilled
29523,White,Men,2015,Unskilled
28735,Minority,Men,2015,Semi-Skilled
67882,White,Men,2007,Unskilled
51422,White,Men,2007,Unskilled
9347,Minority,Women,2007,Unskilled
50070,Minority,Women,2015,Unskilled
12821,White,Women,2015,Skilled
54182,White,Men,2015,Unskilled
27521,White,Women,2007,Unskilled
6996,White,Women,2007,Skilled
35432,White,Women,2007,Unskilled
16178,White,Men,2007,Skilled
63263,White,Men,2015,Semi-Skilled
15053,Minority,Women,2007,Unskilled
17077,Minority,Men,2015,Unskilled
73842,White,Men,2007,Unskilled
81236,White,Women,2015,Unskilled
33733,White,Women,2015,Unskilled
30024,Minority,Men,2015,Semi-Skilled
27341,White,Women,2007,Unskilled
43693,Minority,Women,2007,Unskilled
19478,White,Men,2015,Skilled
10077,White,Men,2015,Skilled
12868,White,Women,2015,Skilled
13324,Minority,Men,2007,Unskilled
7320,Minority,Men,2007,Unskilled
7763,Minority,Men,2007,Unskilled
10042,Minority,Men,2015,Unskilled
22634,White,Men,2007,Unskilled
51873,Minority,Women,2015,Unskilled
69764,White,Men,2015,Unskilled
78294,White,Men,2015,Unskilled
15387,Minority,Women,2007,Unskilled
47504,White,Women,2015,Unskilled
61495,White,Men,2015,Semi-Skilled
17237,Minority,Men,2015,Unskilled
62231,White,Men,2015,Semi-Skilled
24068,Minority,Men,2015,Unskilled
20752,Minority,Women,2015,Unskilled
27350,Minority,Women,2007,Semi-Skilled
9975,Minority,Men,2015,Unskilled
46791,Minority,Men,2015,Unskilled
26323,Minority,Men,2007,Semi-Skilled
28830,White,Men,2015,Unskilled
40591,Minority,Men,2007,Unskilled
14546,Minority,Women,2007,Unskilled
42466,Minority,Women,2007,Unskilled
14999,White,Men,2007,Skilled
45133,Minority,Women,2007,Unskilled
72616,White,Men,2007,Unskilled
31486,Minority,Women,2015,Semi-Skilled
28935,White,Men,2015,Unskilled
8567,Minority,Women,2007,Unskilled
68102,White,Men,2007,Unskilled
48488,White,Men,2007,Unskilled
20646,White,Women,2015,Skilled
82989,White,Women,2015,Unskilled
72132,White,Women,2015,Unskilled
70561,White,Men,2015,Unskilled
38558,White,Women,2007,Unskilled
19161,White,Men,2015,Skilled
12347,Minority,Women,2015,Unskilled
26267,Minority,Men,2007,Semi-Skilled
81728,White,Women,2015,Unskilled
61298,White,Men,2015,Semi-Skilled
19455,Minority,Women,2015,Unskilled
4763,White,Men,2007,Skilled
4143,Minority,Men,2007,Skilled
40946,White,Women,2007,Unskilled
81946,White,Women,2015,Unskilled
45256,White,Women,2015,Unskilled
7587,White,Women,2007,Skilled
17554,White,Women,2007,Skilled
6269,White,Men,2007,Skilled
9169,White,Men,2015,Skilled
12492,White,Women,2015,Skilled
41031,Minority,Men,2007,Unskilled
21896,White,Men,2007,Unskilled
10539,White,Men,2015,Skilled
33043,Minority,Men,2007,Unskilled
28475,Minority,Men,2015,Semi-Skilled
2170,Minority,Men,2015,Skilled
2374,Minority,Men,2015,Skilled
1863,Minority,Men,2015,Skilled
50660,White,Men,2007,Unskilled
43573,White,Women,2015,Unskilled
21459,Minority,Men,2007,Unskilled
6167,White,Men,2007,Skilled
48838,Minority,Women,2015,Unskilled
27420,White,Women,2007,Unskilled
46178,Minority,Men,2015,Unskilled
12206,Minority,Women,2015,Unskilled
72999,White,Men,2007,Unskilled
81941,White,Women,2015,Unskilled
64725,White,Men,2015,Semi-Skilled
65958,White,Women,2015,Semi-Skilled
8794,Minority,Women,2007,Unskilled
4526,Minority,Women,2007,Skilled
26456,Minority,Men,2007,Semi-Skilled
78141,White,Women,2007,Unskilled
36674,Minority,Men,2015,Unskilled
69178,White,Women,2007,Unskilled
23240,Minority,Men,2015,Unskilled
10766,White,Men,2015,Skilled
74574,White,Women,2007,Unskilled
68188,White,Men,2007,Unskilled
29480,Minority,Men,2015,Semi-Skilled
7291,White,Women,2007,Skilled
21579,White,Men,2007,Unskilled
38288,Minority,Men,2015,Unskilled
8635,White,Men,2015,Skilled
25887,Minority,Men,2007,Semi-Skilled
42306,Minority,Women,2007,Unskilled
20250,White,Women,2015,Skilled
70059,White,Men,2015,Unskilled
32086,Minority,Men,2007,Unskilled
66359,White,Men,2007,Unskilled
50055,White,Men,2007,Unskilled
65603,White,Women,2015,Semi-Skilled
78276,White,Men,2015,Unskilled
36993,Minority,Men,2015,Unskilled
28124,White,Men,2015,Unskilled
55688,White,Men,2007,Semi-Skilled
23398,White,Men,2007,Unskilled
23567,Minority,Men,2015,Unskilled
71153,White,Men,2015,Unskilled
13189,White,Women,2015,Skilled
26386,Minority,Men,2007,Semi-Skilled
17771,Minority,Men,2015,Unskilled
73190,White,Men,2007,Unskilled
19608,Minority,Women,2015,Unskilled
8264,Minority,Women,2007,Unskilled
57729,White,Men,2007,Semi-Skilled
36768,Minority,Men,2015,Unskilled
70890,White,Men,2015,Unskilled
23939,Minority,Men,2015,Unskilled
53581,White,Men,2015,Unskilled
48611,White,Men,2007,Unskilled
28929,White,Men,2015,Unskilled
58618,White,Men,2007,Semi-Skilled
18018,White,Women,2007,Skilled
49241,Minority,Women,2015,Unskilled
902,Minority,Men,2007,Skilled
20349,White,Women,2015,Skilled
78791,White,Men,2015,Unskilled
69119,White,Women,2007,Unskilled
61376,White,Men,2015,Semi-Skilled
27013,Minority,Women,2007,Semi-Skilled
13533,Minority,Men,2007,Unskilled
37680,White,Women,2007,Unskilled
14939,Minority,Women,2007,Unskilled
1226,Minority,Women,2007,Skilled
80254,White,Men,2015,Unskilled
37462,White,Women,2007,Unskilled
38884,White,Women,2007,Unskilled
47135,White,Women,2015,Unskilled
17265,Minority,Men,2015,Unskilled
57407,White,Men,2007,Semi-Skilled
46658,White,Women,2015,Unskilled
43048,White,Women,2015,Unskilled
32568,Minority,Men,2007,Unskilled
44668,White,Women,2015,Unskilled
69583,White,Men,2015,Unskilled
16207,White,Men,2007,Skilled
17245,White,Women,2007,Skilled
41231,Minority,Men,2007,Unskilled
42828,White,Men,2015,Unskilled
84175,White,Women,2015,Unskilled
52610,Minority,Women,2015,Unskilled
17668,Minority,Men,2015,Unskilled
17864,Minority,Men,2015,Unskilled
50844,White,Men,2007,Unskilled
42801,White,Men,2015,Unskilled
60579,White,Women,2007,Semi-Skilled
33708,Minority,Men,2007,Unskilled
16979,White,Women,2007,Skilled
44589,Minority,Women,2007,Unskilled
74686,White,Women,2007,Unskilled
14961,White,Men,2007,Skilled
46234,White,Women,2015,Unskilled
62500,White,Men,2015,Semi-Skilled
29989,Minority,Men,2015,Semi-Skilled
12519,White,Women,2015,Skilled
17987,White,Women,2007,Skilled
59073,White,Men,2007,Semi-Skilled
11981,White,Men,2015,Skilled
48312,White,Men,2007,Unskilled
15356,Minority,Women,2007,Unskilled
26137,White,Women,2007,Unskilled
4181,White,Men,2007,Skilled
5608,Minority,Men,2015,Skilled
41011,White,Women,2007,Unskilled
45257,White,Women,2015,Unskilled
47552,Minority,Men,2015,Unskilled
64510,White,Men,2015,Semi-Skilled
26352,White,Women,2007,Unskilled
44850,White,Women,2015,Unskilled
23907,Minority,Men,2015,Unskilled
49293,Minority,Women,2015,Unskilled
45058,Minority,Women,2007,Unskilled
43243,Minority,Women,2007,Unskilled
37195,Minority,Men,2015,Unskilled
2715,White,Men,2007,Skilled
40058,White,Women,2007,Unskilled
10648,Minority,Men,2015,Unskilled
76797,White,Women,2007,Unskilled
1228,White,Women,2007,Skilled
69136,White,Women,2007,Unskilled
76410,White,Women,2007,Unskilled
23140,Minority,Men,2015,Unskilled
74161,White,Men,2007,Unskilled
43919,White,Women,2015,Unskilled
45993,White,Women,2015,Unskilled
33116,Minority,Men,2007,Unskilled
1352,White,Men,2015,Skilled
7044,Minority,Men,2007,Unskilled
46233,White,Women,2015,Unskilled
50510,Minority,Women,2015,Unskilled
25448,White,Women,2007,Unskilled
30597,White,Men,2015,Unskilled
70788,White,Men,2015,Unskilled
38053,Minority,Men,2015,Unskilled
36276,Minority,Men,2015,Unskilled
47265,Minority,Men,2015,Unskilled
51533,Minority,Women,2015,Unskilled
37331,White,Women,2007,Unskilled
71071,White,Men,2015,Unskilled
22026,White,Men,2007,Unskilled
50227,White,Men,2007,Unskilled
82288,White,Women,2015,Unskilled
22321,Minority,Men,2007,Unskilled
52113,Minority,Women,2015,Unskilled
82023,White,Women,2015,Unskilled
69336,White,Women,2007,Unskilled
6210,Minority,Women,2015,Skilled
38471,Minority,Women,2015,Unskilled
11972,Minority,Women,2015,Unskilled
13329,White,Women,2015,Skilled
1860,White,Men,2015,Skilled
18317,Minority,Women,2015,Unskilled
56115,White,Men,2007,Semi-Skilled
43092,White,Women,2015,Unskilled
30541,White,Men,2015,Unskilled
58913,White,Men,2007,Semi-Skilled
1331,Minority,Women,2007,Skilled
13254,White,Women,2015,Skilled
82628,White,Women,2015,Unskilled
59559,White,Men,2007,Semi-Skilled
70200,White,Men,2015,Unskilled
55322,White,Women,2015,Unskilled
11846,Minority,Women,2015,Unskilled
12227,White,Men,2015,Skilled
66697,White,Men,2007,Unskilled
3034,White,Men,2007,Skilled
72871,White,Men,2007,Unskilled
20344,Minority,Women,2015,Unskilled
48693,White,Men,2007,Unskilled
35214,Minority,Women,2007,Unskilled
64406,White,Men,2015,Semi-Skilled
12204,White,Men,2015,Skilled
9065,Minority,Women,2007,Unskilled
9826,Minority,Men,2015,Unskilled
36594,White,Women,2007,Unskilled
61080,White,Men,2015,Semi-Skilled
28740,White,Men,2015,Unskilled
47224,White,Women,2015,Unskilled
33803,White,Women,2015,Unskilled
30037,Minority,Men,2015,Semi-Skilled
48377,White,Men,2007,Unskilled
1536,White,Men,2015,Skilled
3216,Minority,Women,2015,Skilled
44075,White,Women,2015,Unskilled
79281,White,Men,2015,Unskilled
3238,White,Men,2007,Skilled
49610,Minority,Women,2015,Unskilled
29000,White,Men,2015,Unskilled
66923,White,Men,2007,Unskilled
14554,Minority,Women,2007,Unskilled
2112,White,Men,2015,Skilled
3218,White,Men,2007,Skilled
45937,Minority,Men,2015,Unskilled
63615,White,Men,2015,Semi-Skilled
50602,Minority,Women,2015,Unskilled
60820,White,Women,2007,Semi-Skilled
44973,White,Women,2015,Unskilled
17395,White,Women,2007,Skilled
33511,White,Women,2015,Unskilled
30318,White,Men,2015,Unskilled
27245,White,Women,2007,Unskilled
1502,Minority,Women,2007,Skilled
18577,White,Men,2015,Skilled
45766,White,Women,2015,Unskilled
40250,Minority,Men,2007,Unskilled
1087,Minority,Men,2007,Skilled
6188,Minority,Women,2015,Skilled
61350,White,Men,2015,Semi-Skilled
67343,White,Men,2007,Unskilled
28729,White,Men,2015,Unskilled
59999,White,Women,2007,Semi-Skilled
72652,White,Men,2007,Unskilled
81927,White,Women,2015,Unskilled
11296,Minority,Women,2015,Unskilled
23190,Minority,Men,2015,Unskilled
12988,White,Women,2015,Skilled
79478,White,Men,2015,Unskilled
21716,Minority,Men,2007,Unskilled
9303,Minority,Women,2007,Unskilled
27846,White,Women,2007,Unskilled
8611,White,Men,2015,Skilled
43702,White,Women,2015,Unskilled
19076,Minority,Women,2015,Unskilled
22207,Minority,Men,2007,Unskilled
15739,White,Men,2007,Skilled
13759,Minority,Men,2007,Unskilled
47381,White,Women,2015,Unskilled
45485,Minority,Women,2007,Unskilled
5416,White,Men,2007,Skilled
82129,White,Women,2015,Unskilled
80882,White,Women,2015,Unskilled
21966,Minority,Men,2007,Unskilled
57343,White,Men,2007,Semi-Skilled
39943,Minority,Men,2007,Unskilled
44225,Minority,Women,2007,Unskilled
21678,White,Men,2007,Unskilled
53836,White,Men,2015,Unskilled
65125,White,Women,2015,Semi-Skilled
54515,White,Men,2015,Unskilled
32309,Minority,Men,2007,Unskilled
7071,Minority,Men,2007,Unskilled
40927,White,Women,2007,Unskilled
51273,White,Men,2007,Unskilled
7728,White,Women,2007,Skilled
24685,White,Women,2007,Unskilled
65236,White,Women,2015,Semi-Skilled
14764,Minority,Women,2007,Unskilled
21825,White,Men,2007,Unskilled
47089,White,Women,2015,Unskilled
12636,Minority,Women,2015,Unskilled
39930,White,Women,2007,Unskilled
6642,White,Women,2007,Skilled
39574,Minority,Women,2015,Unskilled
58841,White,Men,2007,Semi-Skilled
15481,Minority,Women,2007,Unskilled
66182,White,Men,2007,Unskilled
38008,White,Women,2007,Unskilled
17309,White,Women,2007,Skilled
9626,White,Men,2015,Skilled
6704,White,Women,2007,Skilled
