hotel_name,review_id,attribute,star_value
"Marriott Vacation Club Pulse at Custom House, Boston",review_274008416,Service,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_273804822,Location,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_273804822,Rooms,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_273804822,Service,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_273072285,Location,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_273072285,Cleanliness,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_273072285,Service,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_272794921,Location,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_272794921,Cleanliness,3 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_272794921,Service,4 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_272364412,Value,4 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_272364412,Cleanliness,4 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_272364412,Service,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_271540935,Rooms,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_271540935,Cleanliness,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_271540935,Service,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_270996090,Value,4 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_270996090,Cleanliness,4 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_270996090,Service,4 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_270903575,Location,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_270903575,Cleanliness,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_270903575,Service,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_270561426,Location,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_270561426,Rooms,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_270561426,Service,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_267551768,Rooms,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_267551768,Cleanliness,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_267551768,Service,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_267204447,Rooms,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_267204447,Cleanliness,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_267204447,Service,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_265007603,Location,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_265007603,Cleanliness,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_265007603,Service,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_264558413,Value,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_264558413,Location,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_264558413,Service,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_263126635,Value,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_263126635,Location,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_263126635,Service,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_259858090,Value,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_259858090,Rooms,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_259858090,Service,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_258479124,Sleep Quality,1 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_258479124,Cleanliness,4 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_258479124,Service,3 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_258444813,Value,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_258444813,Cleanliness,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_258444813,Service,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_257547669,Value,4 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_257547669,Rooms,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_257547669,Service,4 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_257509492,Rooms,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_257509492,Cleanliness,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_257509492,Service,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_257275106,Location,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_257275106,Rooms,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_257275106,Service,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_256977695,Value,4 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_256977695,Cleanliness,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_256977695,Service,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_256356670,Location,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_256356670,Rooms,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_256356670,Service,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_256056309,Value,4 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_256056309,Location,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_256056309,Service,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_254968945,Value,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_254968945,Cleanliness,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_254968945,Service,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_253969403,Value,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_253969403,Sleep Quality,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_253969403,Service,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_253859433,Location,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_253859433,Sleep Quality,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_253859433,Service,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_253762724,Sleep Quality,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_253762724,Cleanliness,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_253762724,Service,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_253757313,Location,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_253757313,Cleanliness,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_253757313,Service,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_253366682,Value,4 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_253366682,Location,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_253366682,Service,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_251237131,Rooms,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_251237131,Cleanliness,4 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_251237131,Service,4 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_250819804,Value,3 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_250819804,Sleep Quality,4 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_250819804,Service,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_250242101,Rooms,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_250242101,Cleanliness,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_250242101,Service,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_249717479,Location,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_249717479,Cleanliness,4 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_249717479,Service,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_248870045,Rooms,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_248870045,Cleanliness,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_248870045,Service,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_248507864,Value,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_248507864,Cleanliness,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_248507864,Service,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_247095914,Value,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_247095914,Location,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_247095914,Service,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_246979454,Value,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_246979454,Rooms,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_246979454,Service,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_246599509,Value,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_246599509,Location,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_246599509,Service,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_246430544,Location,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_246430544,Rooms,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_246430544,Service,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_246358700,Value,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_246358700,Sleep Quality,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_246358700,Service,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_245420010,Sleep Quality,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_245420010,Service,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_244818801,Rooms,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_244818801,Cleanliness,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_244818801,Service,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_244610254,Sleep Quality,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_244610254,Rooms,4 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_244610254,Service,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_244059428,Location,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_244059428,Cleanliness,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_244059428,Service,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_243676272,Sleep Quality,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_243676272,Cleanliness,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_243676272,Service,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_242948251,Location,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_242948251,Rooms,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_242948251,Service,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_242762317,Value,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_242762317,Location,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_242762317,Service,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_242616275,Location,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_242616275,Rooms,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_242616275,Service,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_241946409,Location,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_241946409,Sleep Quality,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_241946409,Service,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_241725795,Location,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_241725795,Sleep Quality,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_241725795,Service,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_241182887,Value,3 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_241182887,Location,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_241182887,Service,4 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_240447031,Sleep Quality,4 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_240447031,Cleanliness,4 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_240447031,Service,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_240416089,Value,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_240416089,Sleep Quality,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_240416089,Service,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_238413762,Value,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_238413762,Location,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_238413762,Rooms,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_238413762,Cleanliness,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_238413762,Service,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_238388716,Sleep Quality,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_238388716,Cleanliness,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_238388716,Service,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_237863884,Sleep Quality,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_237863884,Cleanliness,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_237863884,Service,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_235566266,Sleep Quality,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_235566266,Rooms,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_235566266,Service,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_235362777,Rooms,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_235362777,Cleanliness,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_235362777,Service,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_235258725,Sleep Quality,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_235258725,Cleanliness,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_235258725,Service,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_234707727,Rooms,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_234707727,Cleanliness,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_234707727,Service,4 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_234131898,Value,1 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_234131898,Cleanliness,4 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_234131898,Service,1 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_233799848,Value,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_233799848,Sleep Quality,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_233799848,Service,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_233629619,Value,4 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_233629619,Location,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_233629619,Service,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_232471849,Location,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_232471849,Rooms,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_232471849,Service,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_232281784,Rooms,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_232281784,Cleanliness,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_232281784,Service,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_232073069,Sleep Quality,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_232073069,Rooms,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_232073069,Service,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_230716629,Location,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_229108522,Sleep Quality,3 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_229108522,Cleanliness,4 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_229108522,Service,3 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_228190868,Value,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_228190868,Rooms,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_228190868,Service,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_227148746,Sleep Quality,3 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_227148746,Cleanliness,5 of 5 bubbles
"Marriott Vacation Club Pulse at Custom House, Boston",review_227148746,Service,5 of 5 bubbles
